UMAC Indoor Performance List
60 Meters

8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

Mile

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

3000 Meters

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

5000 Meters

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

60 Hurdles

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

4 x 200 Relay

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
24,"Nigh, Chris",SO-2,Crown,7.61,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Johnson, Seth  E.",SO-2,Crown,"7.66
(55)",Carleton Meet of the Hearts,"Feb 11, 2023"

4 x 400 Relay

1,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
2,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
3,"Boss, Izayah",FR-1,Minnesota-Morris,7.11,Gene Glader Classic,"Feb 18, 2023"
3,"Shevchuk, John",JR-3,Northwestern (Minn.),7.11,Gopher Classic,"Feb 4, 2023"
5,"Folston, Malek",SR-4,Crown,7.15,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Westimayer, Ethan",JR-3,Wis.-Superior,7.20,The CSS Opener,"Dec 10, 2022"
7,"Lynch, Garrett",SO-2,Wis.-Superior,7.23,Ripon Final Qualifier & Multi,"Mar 3, 2023"
8,"Bowe, Ethan",FR-1,Wis.-Superior,7.27,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Swecker, Ryan",JR-3,Crown,7.33,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
9,"Omeja , Jackson",SO-2,North Central (Minn.),7.33,The CSS Opener,"Dec 10, 2022"
11,"Pearson, Steven",SR-4,Wis.-Superior,7.40,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Vandergon, Duncan",SO-2,Minnesota-Morris,7.40,CSB/SJU Alumni Meet,"Jan 28, 2023"
13,"Elder, Tian",SR-4,North Central (Minn.),7.41,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Marzinske, Jake",JR-3,Bethany Lutheran,7.45,Cobber Indoor Open,"Jan 21, 2023"
15,"Foster, Earl",JR-3,Wis.-Superior,7.48,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Raasch, Eric Martin",FR-1,Martin Luther,7.52,St Olaf Tostrud Classic,"Feb 18, 2023"
17,"Juaire, Nehemiah",SO-2,North Central (Minn.),7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Rogers, Gauge",FR-1,Minnesota-Morris,7.54,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Hillmer, Matthew",FR-1,Martin Luther,7.55,St Olaf Tostrud Classic,"Feb 18, 2023"
19,"Goldfine, Jordan",FR-1,Wis.-Superior,7.55,The CSS Opener,"Dec 10, 2022"
21,"Rooney, Noah",FR-1,Minnesota-Morris,7.56,Gopher Classic,"Feb 4, 2023"
21,"Kroells, Garrett",FR-1,Wis.-Superior,7.56,The CSS Opener,"Dec 10, 2022"
21,"Babcock, Ben",FR-1,Wis.-Superior,7.56,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
