HCAC Indoor Performance List
60 Meters

16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
400 Meters

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
800 Meters

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
Mile

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
3000 Meters

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
5000 Meters

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
60 Hurdles

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
4 x 200 Relay

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
12,"Amankwah, Winston",SR-4,Rose-Hulman,7.23,'23 FNS #5,"Feb 17, 2023"
13,"Cox, Jack",SO-2,Rose-Hulman,7.25,'23 FNS #5,"Feb 17, 2023"
14,"Range, Jalen",SO-2,Mount St. Joseph,7.27,'23 FNS #4,"Feb 3, 2023"
14,"Oliver, Gentry",FR-1,Manchester,7.27,DePauw Indoor Invitational,"Feb 11, 2023"
16,"Baker, Ezra",,Franklin,7.29,'23 Engineer Invitational,"Jan 27, 2023"
16,"Roberts, Zachary",JR-3,Franklin,7.29,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
18,"McCoy, Blayden",JR-3,Bluffton,7.30,Larry Cole Invitational- 2023,"Jan 20, 2023"
19,"Forrest, Torion'Ja",JR-3,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Adair, Layden",FR-1,Hanover,7.31,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
21,"Perkins, Erik",SO-2,Hanover,7.32,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
22,"Maratea, Gavin",SO-2,Defiance,7.33,Dick Small Invitational / NJCAA Region XII Championship,"Feb 9, 2023"
23,"Samples, Chase",SR-4,Mount St. Joseph,7.36,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Schmidt, Ryan",SR-4,Rose-Hulman,7.36,'23 FNS #5,"Feb 17, 2023"
23,"Douglas, Mason",FR-1,Manchester,7.36,DePauw Indoor Invitational,"Feb 11, 2023"
26,"Dreyling, Justin",SR-4,Mount St. Joseph,7.38,2023 MSJ JANUARY INVITATIONAL,"Jan 21, 2023"
4 x 400 Relay

1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
5,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Janvier, Ja' Qway",JR-3,Defiance,7.08,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
7,"Moss Jr, Duriel",SO-2,Manchester,7.09,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Rottinghaus, Brett",SO-2,Transylvania,7.15,Otterbein Invite,"Jan 21, 2023"
9,"Brackett, Prescott",SR-4,Rose-Hulman,7.19,'23 FNS Opener,"Jan 13, 2023"
10,"Moore, Andre",FR-1,Anderson (Ind.),7.20,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Bronaugh, Tristen",JR-3,Manchester,7.21,'23 FNS Opener,"Jan 13, 2023"
